"FILE","MODEL","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","RANK","FILE_MODEL","NUM_CLUSTERS","VIS","BURIED"
"bdld3_81_x6","model_2",1.5,65.25,0.2194,0.1151,0.0128,28,17,5,"bdld3_81_x6_model_2",6,"linear",0
"bdld3_82_x6","model_2",0.08,91.09,0.7723,0.6819,0.6699,103,107,1,"bdld3_82_x6_model_2",2,"CANDIDATE_low",3
"bdld3_82_x6","model_1",0.07,88.89,0.6931,0.5629,0.5657,76,80,2,"bdld3_82_x6_model_1",4,"CANDIDATE_low",2
"bdld3_82_x6","model_3",0.09,84.55,0.3922,0.201,0.2211,38,33,3,"bdld3_82_x6_model_3",6,"linear",0
"bdld3_82_x6","model_5",0.09,76.81,0.2969,0.2245,0.1611,63,66,4,"bdld3_82_x6_model_5",2,"linear",4
"bdld3_82_x6","model_4",1.04,77.76,0.2229,0.0051,1e-04,6,3,5,"bdld3_82_x6_model_4",6,"none",0
"bdld3_83_x6","model_1",0.08,90.4,0.7694,0.6384,0.7703,114,118,1,"bdld3_83_x6_model_1",1,"linear",5
"bdld3_83_x6","model_5",0.16,84.34,0.5885,0.5009,0.6757,109,101,2,"bdld3_83_x6_model_5",1,"linear",5
"bdld3_83_x6","model_3",0.35,74.43,0.4455,0.3863,0.4714,146,168,3,"bdld3_83_x6_model_3",1,"linear",5
"bdld3_83_x6","model_4",0.25,77.51,0.4186,0.358,0.5068,124,133,4,"bdld3_83_x6_model_4",1,"linear",5
"bdld3_83_x6","model_2",2.91,69.41,0.3098,0.2601,0.2662,79,84,5,"bdld3_83_x6_model_2",1,"linear",4
"bdld3_84_x6","model_1",0.09,92.36,0.846,0.7316,0.7351,98,104,1,"bdld3_84_x6_model_1",2,"CANDIDATE_low",3
"bdld3_84_x6","model_3",0.09,91.18,0.8126,0.6917,0.6812,97,104,2,"bdld3_84_x6_model_3",1,"CANDIDATE_low",3
"bdld3_84_x6","model_2",0.06,90.56,0.7546,0.6598,0.6739,108,101,3,"bdld3_84_x6_model_2",2,"CANDIDATE_low",4
"bdld3_84_x6","model_4",0.08,91.06,0.6524,0.5111,0.6304,97,89,4,"bdld3_84_x6_model_4",1,"linear",5
"bdld3_84_x6","model_5",0.09,89.89,0.6149,0.4813,0.5726,87,92,5,"bdld3_84_x6_model_5",1,"linear",5
"MYD88-DD_slim3_x6","model_1",2.92,70.3,0.6375,0.6544,0.6489,178,174,1,"MYD88-DD_slim3_x6_model_1",1,"FILAMENT",9
"MYD88-DD_slim3_x6","model_3",7.96,68.63,0.636,0.6867,0.686,180,195,2,"MYD88-DD_slim3_x6_model_3",1,"FILAMENT",6
"MYD88-DD_slim3_x6","model_5",1.52,67.83,0.4311,0.423,0.5182,133,139,3,"MYD88-DD_slim3_x6_model_5",1,"FILAMENT",5
"MYD88-DD_slim3_x6","model_4",4.28,64.77,0.4307,0.4183,0.434,122,108,4,"MYD88-DD_slim3_x6_model_4",1,"FILAMENT",5
"MYD88-DD_slim3_x6","model_2",2.12,66.44,0.3875,0.4277,0.4254,104,98,5,"MYD88-DD_slim3_x6_model_2",2,"FILAMENT",4
"ASC-PYD_x10","model_3",2.24,69.7,0.628,0.6491,0.7148,238,265,1,"ASC-PYD_x10_model_3",1,"FILAMENT",9
"ASC-PYD_x10","model_1",1.85,75.82,0.4898,0.3962,0.6917,157,155,2,"ASC-PYD_x10_model_1",1,"linear",9
"ASC-PYD_x10","model_2",4.89,62.59,0.4222,0.378,0.3361,143,116,3,"ASC-PYD_x10_model_2",8,"FILAMENT",2
"ASC-PYD_x10","model_5",1.77,66.57,0.3366,0.2602,0.4385,130,107,4,"ASC-PYD_x10_model_5",3,"linear",8
"ASC-PYD_x10","model_4",3.73,59.08,0.1956,0.0312,3e-04,13,9,5,"ASC-PYD_x10_model_4",10,"none",0
"FADD-DED_MOUSE_x6","model_1",0.07,90.87,0.7689,0.6307,0.7832,107,128,1,"FADD-DED_MOUSE_x6_model_1",1,"linear",5
"FADD-DED_MOUSE_x6","model_5",0.06,87.76,0.6719,0.5787,0.6955,122,131,2,"FADD-DED_MOUSE_x6_model_5",1,"linear",5
"FADD-DED_MOUSE_x6","model_4",0.06,88.55,0.6666,0.5714,0.7144,132,147,3,"FADD-DED_MOUSE_x6_model_4",1,"linear",5
"FADD-DED_MOUSE_x6","model_3",0.29,85.49,0.5769,0.4743,0.5855,108,122,4,"FADD-DED_MOUSE_x6_model_3",1,"linear",5
"FADD-DED_MOUSE_x6","model_2",24.95,73.52,0.2226,0.0014,0,2,1,5,"FADD-DED_MOUSE_x6_model_2",6,"none",0
"MAVS-CARD_MOUSE_x6","model_5",0.71,78.74,0.2574,0.2238,0.0203,46,41,1,"MAVS-CARD_MOUSE_x6_model_5",3,"linear",1
"MAVS-CARD_MOUSE_x6","model_2",1.84,77.56,0.2488,0.0453,3e-04,14,16,2,"MAVS-CARD_MOUSE_x6_model_2",5,"none",1
"MAVS-CARD_MOUSE_x6","model_3",0.73,78.46,0.2457,0,0,0,0,3,"MAVS-CARD_MOUSE_x6_model_3",6,"none",0
"MAVS-CARD_MOUSE_x6","model_1",1.71,79.27,0.2424,0,0,0,0,4,"MAVS-CARD_MOUSE_x6_model_1",6,"none",0
"MAVS-CARD_MOUSE_x6","model_4",0.81,77.5,0.2365,0,0,0,0,5,"MAVS-CARD_MOUSE_x6_model_4",6,"none",0
"CRADD-CARD_MOUSE_x6","model_1",0.16,84.5,0.5488,0.3972,0.5508,84,85,1,"CRADD-CARD_MOUSE_x6_model_1",1,"linear",5
"CRADD-CARD_MOUSE_x6","model_4",0.69,80.7,0.3915,0.2766,0.3883,65,68,2,"CRADD-CARD_MOUSE_x6_model_4",1,"linear",5
"CRADD-CARD_MOUSE_x6","model_5",0.27,69.99,0.2465,0.147,0.015,39,27,3,"CRADD-CARD_MOUSE_x6_model_5",6,"linear",0
"CRADD-CARD_MOUSE_x6","model_3",0.33,66.31,0.2453,0.1701,0.0187,38,25,4,"CRADD-CARD_MOUSE_x6_model_3",6,"linear",0
"CRADD-CARD_MOUSE_x6","model_2",0.61,69.84,0.2362,0.0462,6e-04,17,12,5,"CRADD-CARD_MOUSE_x6_model_2",6,"none",0
